"chr"	"start"	"end"	"strand"	"name"
"10775"	"chr11"	65524576	65525577	"+"	"SCYL1"
"10776"	"chr15"	65529917	65530918	"+"	"HACD3"
"10777"	"chrX"	65534274	65535275	"-"	"LAS1L"
"10778"	"chr11"	65558429	65559430	"-"	"LTBP3"
"10779"	"chr17"	65561146	65562147	"-"	"AXIN2"
"10780"	"chr5"	65562670	65563671	"-"	"CENPK"
"10781"	"chr5"	65562735	65563736	"+"	"PPWD1"
"10782"	"chr11"	65569929	65570930	"+"	"SSSCA1"
"10783"	"chr11"	65571848	65572849	"+"	"FAM89B"
"10784"	"chr11"	65575537	65576538	"+"	"EHBP1L1"
"10785"	"chrX"	65587876	65588877	"+"	"MSN"
"10786"	"chr11"	65595495	65596496	"-"	"KCNK7"
"10787"	"chr15"	65610788	65611789	"-"	"INTS14"
"10788"	"chr15"	65610865	65611866	"+"	"SLC24A1"
"10789"	"chr11"	65614881	65615882	"-"	"MAP3K11"
"10790"	"chr11"	65615272	65616273	"+"	"PCNX3"
"10791"	"chr5"	65624215	65625216	"+"	"TRAPPC13"
"10792"	"chr5"	65624264	65625265	"+"	"CTC-534A2.2"
"10793"	"chr5"	65625474	65626475	"-"	"TRIM23"
"10794"	"chr8"	65633716	65634717	"-"	"ARMC1"
"10795"	"chr11"	65637596	65638597	"+"	"SIPA1"
"10796"	"chr17"	65640532	65641533	"-"	"CTD-2535L24.2"
"10797"	"chr8"	65644233	65645234	"+"	"MTFR1"
"10798"	"chr11"	65662593	65663594	"-"	"RELA"
"10799"	"chr9"	65668304	65669305	"+"	"CBWD5"
"10800"	"chr4"	65669994	65670995	"-"	"EPHA5"
"10801"	"chr6"	65706724	65707725	"-"	"EYS"
"10802"	"chr11"	65711495	65712496	"+"	"KAT5"
"10803"	"chr11"	65720446	65721447	"-"	"RNASEH2C"
"10804"	"chr5"	65721695	65722696	"+"	"NLN"
"10805"	"chr5"	65722534	65723535	"-"	"SGTB"
"10806"	"chr15"	65725553	65726554	"+"	"RAB11A"
"10807"	"chr9"	65736054	65737055	"+"	"FOXD4L4"
"10808"	"chr18"	65749751	65750752	"+"	"CDH7"
"10809"	"chr11"	65780301	65781302	"-"	"AP5B1"
"10810"	"chr11"	65786521	65787522	"+"	"OVOL1"
"10811"	"chr15"	65791792	65792793	"-"	"DENND4A"
"10812"	"chr1"	65792013	65793014	"+"	"PDE4B"
"10813"	"chr12"	65823630	65824631	"+"	"HMGA2"
"10814"	"chr11"	65833140	65834141	"+"	"SNX32"
"10815"	"chr8"	65841821	65842822	"-"	"PDE7A"
"10816"	"chr11"	65856625	65857626	"+"	"MUS81"
"10817"	"chr11"	65861525	65862526	"-"	"CFL1"
"10818"	"chr7"	65872766	65873767	"+"	"VKORC1L1"
"10819"	"chr11"	65873091	65874092	"-"	"EFEMP2"
"10820"	"chr11"	65879308	65880309	"+"	"CTSW"
"10821"	"chr11"	65888038	65889039	"-"	"FIBP"
"10822"	"chr11"	65889611	65890612	"+"	"CCDC85B"
"10823"	"chr11"	65900072	65901073	"-"	"FOSL1"
"10824"	"chr11"	65918616	65919617	"-"	"C11orf68"
"10825"	"chr11"	65918756	65919757	"+"	"DRAP1"
"10826"	"chr5"	65925974	65926975	"+"	"ERBIN"
"10827"	"chr11"	65944944	65945945	"+"	"TSGA10IP"
"10828"	"chr11"	65961188	65962189	"+"	"SART1"
"10829"	"chr7"	65981813	65982814	"-"	"GUSB"
"10830"	"chr11"	66001578	66002579	"+"	"BANF1"
"10831"	"chr11"	66001675	66002676	"-"	"EIF1AD"
"10832"	"chr11"	66011340	66012341	"+"	"CST6"
"10833"	"chr8"	66021059	66022060	"+"	"DNAJC5B"
"10834"	"chr11"	66026016	66027017	"-"	"CATSPER1"
"10835"	"chr3"	66038333	66039334	"-"	"MAGI1"
"10836"	"chrX"	66039624	66040625	"-"	"VSIG4"
"10837"	"chr11"	66048679	66049680	"-"	"GAL3ST3"
"10838"	"chr11"	66050228	66051229	"+"	"SF3B2"
"10839"	"chr11"	66069862	66070863	"+"	"PACS1"
"10840"	"chr7"	66075297	66076298	"+"	"ASL"
"10841"	"chr7"	66087260	66088261	"+"	"AC068533.7"
"10842"	"chr7"	66114103	66115104	"+"	"CRCP"
"10843"	"chr8"	66126395	66127396	"+"	"TRIM55"
"10844"	"chr12"	66130267	66131268	"-"	"LLPH"
"10845"	"chr3"	66133109	66134110	"+"	"SLC25A26"
"10846"	"chr5"	66139470	66140471	"+"	"SREK1"
"10847"	"chr9"	66152634	66153635	"-"	"ANKRD20A3"
"10848"	"chrX"	66162048	66163049	"+"	"HEPH"
"10849"	"chr12"	66169484	66170485	"-"	"RP11-745O10.4"
"10850"	"chr12"	66169571	66170572	"-"	"TMBIM4"
"10851"	"chr8"	66178224	66179225	"-"	"CRH"
"10852"	"chr12"	66188378	66189379	"+"	"IRAK3"
"10853"	"chr17"	66191583	66192584	"-"	"CEP112"
"10854"	"chr7"	66204698	66205699	"+"	"TPST1"
"10855"	"chr15"	66253246	66254247	"-"	"MEGF11"
"10856"	"chr17"	66256024	66257025	"-"	"APOH"
"10857"	"chr11"	66256793	66257794	"+"	"KLC2"
"10858"	"chr11"	66268032	66269033	"+"	"RAB1B"
"10859"	"chr11"	66277689	66278690	"+"	"CNIH2"
"10860"	"chr11"	66288669	66289670	"-"	"YIF1A"
"10861"	"chr11"	66291369	66292370	"+"	"TMEM151A"
"10862"	"chr15"	66292716	66293717	"+"	"DIS3L"
"10863"	"chr12"	66302044	66303045	"+"	"HELB"
"10864"	"chr17"	66302135	66303136	"+"	"PRKCA"
"10865"	"chr11"	66316543	66317544	"-"	"CD248"
"10866"	"chr11"	66336339	66337340	"-"	"RIN1"
"10867"	"chr11"	66344624	66345625	"-"	"BRMS1"
"10868"	"chr11"	66347191	66348192	"-"	"B4GAT1"
"10869"	"chr16"	66366121	66367122	"+"	"CDH5"
"10870"	"chr11"	66371713	66372714	"-"	"SLC29A2"
"10871"	"chr15"	66386245	66387246	"-"	"TIPIN"
"10872"	"chr15"	66386316	66387317	"+"	"MAP2K1"
"10873"	"chr11"	66420503	66421504	"+"	"NPAS4"
"10874"	"chr16"	66426796	66427797	"+"	"BEAN1"
"10875"	"chr8"	66428527	66429528	"+"	"RRS1"
"10876"	"chr8"	66429684	66430685	"+"	"ADHFE1"
"10877"	"chr2"	66432951	66433952	"+"	"MEIS1"
"10878"	"chr8"	66459502	66460503	"+"	"C8orf46"
"10879"	"chr11"	66465826	66466827	"+"	"PELI3"
"10880"	"chr11"	66466237	66467238	"-"	"MRPL11"
"10881"	"chr11"	66479512	66480513	"+"	"DPP3"
"10882"	"chr14"	66485853	66486854	"+"	"LINC00238"
"10883"	"chr15"	66497312	66498313	"-"	"SNAPC5"
"10884"	"chr3"	66500762	66501763	"-"	"LRIG1"
"10885"	"chr15"	66504458	66505459	"+"	"ZWILCH"
"10886"	"chr14"	66506906	66507907	"+"	"GPHN"
"10887"	"chr11"	66508578	66509579	"+"	"CTD-3074O7.11"
"10888"	"chr11"	66510105	66511106	"+"	"BBS1"
"10889"	"chr16"	66516811	66517812	"-"	"RP11-403P17.5"
"10890"	"chr15"	66524031	66525032	"-"	"RPL4"
"10891"	"chr1"	66532882	66533883	"+"	"SGIP1"
"10892"	"chr11"	66545737	66546738	"-"	"ZDHHC24"
"10893"	"chr11"	66545894	66546895	"+"	"ACTN3"
"10894"	"chr16"	66552043	66553044	"-"	"TK2"
"10895"	"chr16"	66552062	66553063	"+"	"CKLF"
"10896"	"chr16"	66552086	66553087	"+"	"CKLF-CMTM1"
"10897"	"chr15"	66565478	66566479	"-"	"LCTL"
"10898"	"chr16"	66565892	66566893	"+"	"CMTM1"
"10899"	"chr11"	66568340	66569341	"-"	"CTSF"
"10900"	"chr16"	66578947	66579948	"+"	"CMTM2"
"10901"	"chr11"	66592320	66593321	"+"	"CCS"
"10902"	"chr11"	66592582	66593583	"-"	"CCDC87"
"10903"	"chr5"	66595860	66596861	"+"	"MAST4"
"10904"	"chr16"	66603373	66604374	"+"	"CMTM3"
"10905"	"chr18"	66603637	66604638	"-"	"CDH19"
"10906"	"chr8"	66613746	66614747	"-"	"MYBL1"
"10907"	"chr11"	66616081	66617082	"+"	"RBM14"
"10908"	"chr11"	66616125	66617126	"+"	"RBM14-RBM4"
"10909"	"chr7"	66628266	66629267	"+"	"KCTD7"
"10910"	"chr7"	66628457	66629458	"+"	"RABGEF1"
"10911"	"chr11"	66638116	66639117	"+"	"RBM4"
"10912"	"chrX"	66638797	66639798	"-"	"EDA2R"
"10913"	"chr8"	66666716	66667717	"-"	"VCPIP1"
"10914"	"chr8"	66667095	66668096	"+"	"C8orf44-SGK3"
"10915"	"chr8"	66667114	66668115	"+"	"C8orf44"
"10916"	"chr11"	66677420	66678421	"-"	"RBM4B"
"10917"	"chr7"	66681663	66682664	"+"	"RABGEF1"
"10918"	"chr16"	66696206	66697207	"-"	"CMTM4"
"10919"	"chr15"	66701727	66702728	"+"	"SMAD6"
"10920"	"chr8"	66711917	66712918	"+"	"SGK3"
"10921"	"chr11"	66728725	66729726	"-"	"SPTBN2"
"10922"	"chr11"	66743950	66744951	"+"	"C11orf80"
"10923"	"chr16"	66751297	66752298	"-"	"DYNC1LI2"
"10924"	"chr1"	66751958	66752959	"+"	"TCTEX1D1"
"10925"	"chr1"	66800755	66801756	"-"	"INSL5"
"10926"	"chr16"	66801119	66802120	"-"	"TERB1"
"10927"	"chr12"	66803685	66804686	"-"	"GRIP1"
"10928"	"chr17"	66834616	66835617	"+"	"CACNG5"
"10929"	"chr11"	66842334	66843335	"+"	"RCE1"
"10930"	"chr16"	66843878	66844879	"+"	"CA7"
"10931"	"chr9"	66855925	66856926	"+"	"ZNF658"
"10932"	"chr11"	66856146	66857147	"+"	"LRFN4"
"10933"	"chr8"	66870248	66871249	"+"	"MCMDC2"
"10934"	"chr16"	66872755	66873756	"-"	"NAE1"
"10935"	"chr16"	66878088	66879089	"+"	"PDP2"
"10936"	"chr16"	66918483	66919484	"-"	"CDH16"
"10937"	"chr7"	66920724	66921725	"+"	"TMEM248"
"10938"	"chr1"	66924386	66925387	"-"	"WDR78"
"10939"	"chr1"	66924394	66925395	"+"	"MIER1"
"10940"	"chr16"	66925143	66926144	"-"	"RRAD"
"10941"	"chr10"	66925505	66926506	"+"	"LRRTM3"
"10942"	"chr16"	66933922	66934923	"-"	"FAM96B"
"10943"	"chr16"	66933943	66934944	"+"	"CES2"
"10944"	"chr11"	66957875	66958876	"-"	"PC"
"10945"	"chr16"	66960736	66961737	"+"	"CES3"
"10946"	"chr8"	66962089	66963090	"-"	"TCF24"
"10947"	"chr17"	66964409	66965410	"+"	"CACNG4"
"10948"	"chr11"	66974776	66975777	"+"	"C11orf86"
"10949"	"chr16"	66988088	66989089	"+"	"CES4A"
"10950"	"chr9"	66992082	66993083	"-"	"SPATA31A3"
"10951"	"chr7"	66994672	66995673	"+"	"TYW1"
"10952"	"chr7"	66995100	66996101	"-"	"SBDS"
"10953"	"chr3"	66997806	66998807	"+"	"KBTBD8"
"10954"	"chr11"	67006277	67007278	"+"	"SYT12"
"10955"	"chr16"	67028615	67029616	"+"	"CBFB"
"10956"	"chr17"	67044089	67045090	"+"	"CACNG1"
"10957"	"chr1"	67053598	67054599	"-"	"SLC35D1"
"10958"	"chr8"	67056103	67057104	"-"	"PPP1R42"
"10959"	"chr11"	67056317	67057318	"+"	"RHOD"
"10960"	"chr8"	67061925	67062926	"+"	"CSPP1"
"10961"	"chr15"	67063262	67064263	"+"	"SMAD3"
"10962"	"chr8"	67083282	67084283	"-"	"COPS5"
"10963"	"chr16"	67109457	67110458	"+"	"C16orf70"
"10964"	"chr11"	67118768	67119769	"+"	"KDM2A"
"10965"	"chr1"	67138406	67139407	"+"	"IL23R"
"10966"	"chr16"	67150713	67151714	"-"	"B3GNT9"
"10967"	"chr16"	67159430	67160431	"+"	"FBXL8"
"10968"	"chr16"	67159797	67160798	"-"	"TRADD"
"10969"	"chr16"	67162884	67163885	"+"	"RP11-5A19.5"
"10970"	"chr16"	67164180	67165181	"+"	"HSF4"
"10971"	"chr16"	67169653	67170654	"+"	"NOL3"
"10972"	"chr16"	67183539	67184540	"-"	"KIAA0895L"
"10973"	"chr14"	67188892	67189893	"+"	"FAM71D"
"10974"	"chr16"	67189703	67190704	"-"	"EXOC3L1"
"10975"	"chr16"	67191668	67192669	"+"	"E2F4"
"10976"	"chr5"	67196298	67197299	"-"	"CD180"
"10977"	"chr16"	67198610	67199611	"+"	"ELMO3"
"10978"	"chr16"	67226547	67227548	"-"	"LRRC29"
"10979"	"chr16"	67226602	67227603	"+"	"TMEM208"
"10980"	"chr13"	67229944	67230945	"-"	"PCDH9"
"10981"	"chr1"	67231352	67232353	"-"	"C1orf141"
"10982"	"chr16"	67237182	67238183	"+"	"SLC9A5"
"10983"	"chr14"	67240608	67241609	"+"	"MPP5"
"10984"	"chr17"	67245488	67246489	"-"	"HELZ"
"10985"	"chr16"	67247157	67248158	"-"	"FHOD1"
"10986"	"chr15"	67254299	67255300	"+"	"IQCH"
"10987"	"chr15"	67254694	67255695	"-"	"AAGAB"
"10988"	"chr11"	67265909	67266910	"+"	"GRK2"
"10989"	"chr12"	67268780	67269781	"+"	"CAND1"
"10990"	"chr16"	67277009	67278010	"+"	"PLEKHG4"
"10991"	"chr11"	67288046	67289047	"+"	"ANKRD13D"
"10992"	"chr11"	67302947	67303948	"+"	"SSH3"
"10993"	"chr1"	67306863	67307864	"+"	"IL12RB2"
"10994"	"chr11"	67317370	67318371	"+"	"RAD9A"
"10995"	"chr16"	67326262	67327263	"-"	"KCTD19"
"10996"	"chr16"	67326297	67327298	"+"	"LRRC36"
"10997"	"chr8"	67343176	67344177	"-"	"ARFGEF1"
"10998"	"chr11"	67356471	67357472	"-"	"POLD4"
"10999"	"chr14"	67359496	67360497	"+"	"EIF2S1"
"11000"	"chr14"	67359764	67360765	"-"	"ATP6V1D"
"11001"	"chr17"	67366126	67367127	"-"	"PSMD12"
"11002"	"chr11"	67373083	67374084	"-"	"AP003419.11"
"11003"	"chr11"	67373676	67374677	"-"	"CLCF1"
"11004"	"chr17"	67376780	67377781	"+"	"PITPNC1"
"11005"	"chr16"	67393034	67394035	"-"	"TPPP3"
"11006"	"chr2"	67396818	67397819	"+"	"ETAA1"
"11007"	"chr11"	67403414	67404415	"+"	"TBC1D10C"
"11008"	"chr14"	67411699	67412700	"-"	"PLEK2"
"11009"	"chr11"	67414467	67415468	"+"	"CARNS1"
"11010"	"chr16"	67416332	67417333	"-"	"ZDHHC1"
"11011"	"chr11"	67420682	67421683	"-"	"PPP1CA"
"11012"	"chr11"	67427959	67428960	"+"	"RPS6KB2"
"11013"	"chr1"	67429914	67430915	"-"	"SERBP1"
"11014"	"chr16"	67430151	67431152	"+"	"HSD11B2"
"11015"	"chr11"	67437566	67438567	"-"	"PTPRCAP"
"11016"	"chr11"	67443320	67444321	"-"	"CORO1B"
"11017"	"chr11"	67451905	67452906	"+"	"CABP4"
"11018"	"chr11"	67452228	67453229	"-"	"GPR152"
"11019"	"chr11"	67468771	67469772	"-"	"TMEM134"
"11020"	"chr16"	67480736	67481737	"-"	"ATP6V0D1"
"11021"	"chr11"	67482540	67483541	"+"	"AIP"
"11022"	"chr16"	67483312	67484313	"-"	"AGRP"
"11023"	"chr11"	67505762	67506763	"-"	"PITPNM1"
"11024"	"chr11"	67508148	67509149	"-"	"CDK2AP2"
"11025"	"chr18"	67516479	67517480	"-"	"DSEL"
"11026"	"chr16"	67517917	67518918	"+"	"FAM65A"
"11027"	"chr15"	67520567	67521568	"+"	"C15orf61"
"11028"	"chr11"	67524016	67525017	"-"	"CABP2"
"11029"	"chr14"	67532800	67533801	"+"	"PLEKHH1"
"11030"	"chr14"	67533238	67534239	"-"	"TMEM229B"
"11031"	"chr15"	67542208	67543209	"+"	"MAP2K5"
"11032"	"chrX"	67543531	67544532	"+"	"AR"
"11033"	"chr4"	67545105	67546106	"-"	"CENPC"
"11034"	"chr4"	67558227	67559228	"+"	"STAP1"
"11035"	"chr16"	67561906	67562907	"+"	"CTCF"
"11036"	"chr11"	67583094	67584095	"+"	"GSTP1"
"11037"	"chr14"	67599786	67600787	"-"	"PIGH"
"11038"	"chr11"	67606351	67607352	"+"	"NDUFV1"
"11039"	"chr14"	67619297	67620298	"+"	"ARG2"
"11040"	"chr11"	67629429	67630430	"-"	"NUDT8"
"11041"	"chr11"	67639059	67640060	"-"	"TBX10"
"11042"	"chr16"	67644418	67645419	"+"	"CARMIL2"
"11043"	"chr12"	67647837	67648838	"+"	"DYRK2"
"11044"	"chr11"	67650158	67651159	"-"	"ACY3"
"11045"	"chr3"	67654113	67655114	"-"	"SUCLG2"
"11046"	"chr16"	67660314	67661315	"-"	"ACD"
"11047"	"chr16"	67660445	67661446	"+"	"PARD6A"
"11048"	"chr16"	67666315	67667316	"+"	"C16orf86"
"11049"	"chr16"	67666764	67667765	"-"	"ENKD1"
"11050"	"chr14"	67674330	67675331	"-"	"VTI1B"
"11051"	"chr11"	67680699	67681700	"-"	"ALDH3B2"
"11052"	"chr1"	67684560	67685561	"+"	"GADD45A"
"11053"	"chr14"	67689866	67690867	"-"	"RP11-1012A1.4"
"11054"	"chr14"	67695313	67696314	"-"	"RDH11"
"11055"	"chr10"	67695668	67696669	"-"	"CTNNA3"
"11056"	"chr4"	67700678	67701679	"-"	"UBA6"
"11057"	"chr14"	67701385	67702386	"+"	"RDH12"
"11058"	"chr17"	67717332	67718333	"+"	"NOL11"
"11059"	"chr16"	67718920	67719921	"-"	"GFOD2"
"11060"	"chr8"	67745884	67746885	"-"	"CPA6"
"11061"	"chr4"	67753859	67754860	"-"	"GNRHR"
"11062"	"chr16"	67806151	67807152	"-"	"RANBP10"
"11063"	"chr16"	67806264	67807265	"+"	"TSNAXIP1"
"11064"	"chr14"	67816089	67817090	"-"	"ZFYVE26"
"11065"	"chr15"	67819203	67820204	"+"	"SKOR1"
"11066"	"chr14"	67819278	67820279	"+"	"RAD51B"
"11067"	"chr17"	67825023	67826024	"+"	"BPTF"
"11068"	"chr1"	67832966	67833967	"-"	"GNG12"
"11069"	"chr10"	67837665	67838666	"-"	"DNAJC12"
"11070"	"chr16"	67841581	67842582	"+"	"THAP11"
"11071"	"chr16"	67846231	67847232	"+"	"NUTF2"
"11072"	"chr16"	67847310	67848311	"-"	"CENPT"
"11073"	"chr9"	67858646	67859647	"+"	"ANKRD20A1"
"11074"	"chr16"	67872522	67873523	"+"	"EDC4"
"11075"	"chr4"	67883531	67884532	"-"	"TMPRSS11D"
"11076"	"chr10"	67884168	67885169	"+"	"SIRT1"
"11077"	"chr16"	67884304	67885305	"+"	"NRN1L"
"11078"	"chr16"	67892771	67893772	"+"	"PSKH1"
"11079"	"chr16"	67931913	67932914	"-"	"CTRL"
"11080"	"chr16"	67935516	67936517	"-"	"CTC-479C5.12"
"11081"	"chr16"	67936586	67937587	"-"	"PSMB10"
"11082"	"chr16"	67943630	67944631	"-"	"LCAT"
"11083"	"chr8"	67951617	67952618	"+"	"PREX2"
"11084"	"chr4"	67963639	67964640	"-"	"TMPRSS11A"
"11085"	"chr16"	67969100	67970101	"-"	"SLC12A4"
"11086"	"chr16"	67980328	67981329	"-"	"DPEP3"
"11087"	"chr16"	67987245	67988246	"+"	"DUS2"
"11088"	"chr17"	67995930	67996931	"-"	"C17orf58"
"11089"	"chr16"	68000085	68001086	"-"	"DPEP2"
"11090"	"chr3"	68003715	68004716	"+"	"FAM19A1"
"11091"	"chr11"	68004481	68005482	"-"	"UNC93B1"
"11092"	"chr11"	68008077	68009078	"+"	"ALDH3B1"
"11093"	"chr16"	68015410	68016411	"-"	"CTC-479C5.6"
"11094"	"chr16"	68022941	68023942	"-"	"DDX28"
"11095"	"chr11"	68030116	68031117	"+"	"NDUFS8"
"11096"	"chr17"	68035018	68036019	"+"	"KPNA2"
"11097"	"chr11"	68038515	68039516	"+"	"TCIRG1"
"11098"	"chr1"	68051130	68052131	"-"	"DIRAS3"
"11099"	"chr15"	68053678	68054679	"+"	"PIAS1"
"11100"	"chr10"	68074847	68075848	"-"	"HERC4"
"11101"	"chr16"	68084250	68085251	"+"	"NFATC3"
"11102"	"chr10"	68105616	68106617	"+"	"MYPN"
"11103"	"chr2"	68110447	68111448	"-"	"C1D"
"11104"	"chr11"	68120943	68121944	"-"	"CHKA"
"11105"	"chr4"	68129379	68130380	"-"	"TMPRSS11F"
"11106"	"chr2"	68157059	68158060	"-"	"WDR92"
"11107"	"chr2"	68157343	68158344	"+"	"PNO1"
"11108"	"chr12"	68159246	68160247	"-"	"IFNG"
"11109"	"chr15"	68205609	68206610	"-"	"CALML4"
"11110"	"chr11"	68213327	68214328	"-"	"KMT5B"
"11111"	"chr5"	68215219	68216220	"+"	"PIK3R1"
"11112"	"chr12"	68225320	68226321	"-"	"IL26"
"11113"	"chr15"	68229217	68230218	"-"	"RP11-315D16.2"
"11114"	"chr9"	68231502	68232503	"+"	"CBWD3"
"11115"	"chr10"	68231602	68232603	"-"	"ATOH7"
"11116"	"chr1"	68232619	68233620	"-"	"WLS"
"11117"	"chr16"	68237601	68238602	"-"	"ESRP2"
"11118"	"chr16"	68244803	68245804	"+"	"PLA2G15"
"11119"	"chr4"	68245219	68246220	"-"	"TMPRSS11B"
"11120"	"chr17"	68247073	68248074	"+"	"AMZ2"
"11121"	"chr12"	68253106	68254107	"-"	"IL22"
"11122"	"chr2"	68255736	68256737	"-"	"PPP3R1"
"11123"	"chr15"	68256710	68257711	"-"	"CLN6"
"11124"	"chr17"	68258681	68259682	"+"	"ARSG"
"11125"	"chr2"	68260729	68261730	"-"	"RP11-474G23.1"
"11126"	"chr16"	68264015	68265016	"+"	"SLC7A6"
"11127"	"chr11"	68271500	68272501	"-"	"C11orf24"
"11128"	"chr15"	68277302	68278303	"+"	"FEM1B"
"11129"	"chr17"	68290766	68291767	"-"	"SLC16A6"
"11130"	"chr9"	68302366	68303367	"+"	"FOXD4L3"
"11131"	"chr16"	68310445	68311446	"-"	"SLC7A6OS"
"11132"	"chr16"	68310473	68311474	"+"	"PRMT7"
"11133"	"chr11"	68312108	68313109	"+"	"LRP5"
"11134"	"chr2"	68319550	68320551	"-"	"CNRIP1"
"11135"	"chr9"	68327807	68328808	"+"	"PGM5"
"11136"	"chr8"	68330221	68331222	"+"	"C8orf34"
"11137"	"chr10"	68330673	68331674	"+"	"HNRNPH3"
"11138"	"chr12"	68331880	68332881	"-"	"MDM1"
"11139"	"chr10"	68332548	68333549	"-"	"PBLD"
"11140"	"chr4"	68349588	68350589	"-"	"YTHDC1"
"11141"	"chr2"	68364672	68365673	"+"	"PLEK"
"11142"	"chr10"	68406793	68407794	"-"	"RUFY2"
"11143"	"chr15"	68431661	68432662	"-"	"ITGA11"
"11144"	"chrX"	68433412	68434413	"-"	"OPHN1"
"11145"	"chr4"	68446948	68447949	"+"	"TMPRSS11E"
"11146"	"chr16"	68448187	68449188	"-"	"SMPD3"
"11147"	"chr1"	68449458	68450459	"-"	"RPE65"
"11148"	"chr17"	68457012	68458013	"-"	"WIPI1"
"11149"	"chr11"	68460230	68461231	"+"	"PPP6R3"
"11150"	"chr2"	68466757	68467758	"-"	"FBXO48"
"11151"	"chr2"	68467060	68468061	"+"	"APLF"
"11152"	"chr10"	68471620	68472621	"-"	"DNA2"
"11153"	"chr1"	68496720	68497721	"-"	"DEPDC1"
"11154"	"chrX"	68497822	68498823	"+"	"YIPF6"
"11155"	"chr17"	68511279	68512280	"+"	"PRKAR1A"
"11156"	"chr10"	68526973	68527974	"-"	"SLC25A16"
"11157"	"chr16"	68529589	68530590	"+"	"ZFP90"
"11158"	"chr9"	68540366	68541367	"-"	"TMEM252"
"11159"	"chr10"	68560155	68561156	"+"	"TET1"
"11160"	"chr4"	68568026	68569027	"-"	"UGT2B17"
"11161"	"chr15"	68578468	68579469	"+"	"CORO2B"
"11162"	"chr17"	68600888	68601889	"-"	"FAM20A"
"11163"	"chr12"	68610338	68611339	"+"	"RAP1B"
"11164"	"chr6"	68634866	68635867	"+"	"ADGRB3"
"11165"	"chr16"	68635688	68636689	"+"	"CDH3"
"11166"	"chr2"	68643088	68644089	"+"	"PROKR1"
"11167"	"chrX"	68647165	68648166	"+"	"STARD8"
"11168"	"chr4"	68670127	68671128	"-"	"UGT2B15"
"11169"	"chr2"	68679100	68680101	"+"	"ARHGAP25"
"11170"	"chr11"	68683278	68684279	"+"	"GAL"
"11171"	"chr12"	68686233	68687234	"+"	"NUP107"
"11172"	"chr9"	68704913	68705914	"+"	"PIP5K1B"
"11173"	"chr18"	68714708	68715709	"+"	"CCDC102B"
"11174"	"chr18"	68714797	68715798	"-"	"TMX3"
"11175"	"chr10"	68720511	68721512	"+"	"CCAR1"
"11176"	"chr16"	68736724	68737725	"+"	"CDH1"
"11177"	"chr12"	68745605	68746606	"+"	"SLC35E3"
"11178"	"chr11"	68751063	68752064	"-"	"TESMIN"
"11179"	"chr9"	68779533	68780534	"+"	"FAM122A"
"11180"	"chr14"	68795752	68796753	"-"	"ZFP36L1"
"11181"	"chr12"	68807675	68808676	"+"	"MDM2"
"11182"	"chr4"	68815492	68816493	"+"	"UGT2B10"
"11183"	"chr15"	68817720	68818721	"+"	"SPESP1"
"11184"	"chr15"	68820396	68821397	"-"	"ANP32A"
"11185"	"chr10"	68827040	68828041	"+"	"STOX1"
"11186"	"chrX"	68828496	68829497	"+"	"EFNB1"
"11187"	"chr16"	68843103	68844104	"+"	"TANGO6"
"11188"	"chr11"	68843909	68844910	"-"	"CPT1A"
"11189"	"chr2"	68871016	68872017	"-"	"BMP10"
"11190"	"chr10"	68900777	68901778	"+"	"DDX50"
"11191"	"chr11"	68903334	68904335	"-"	"MRPL21"
"11192"	"chr11"	68903341	68904342	"+"	"IGHMBP2"
"11193"	"chr15"	68930024	68931025	"+"	"NOX5"
"11194"	"chr4"	68951290	68952291	"-"	"UGT2A3"
"11195"	"chr2"	68952469	68953470	"-"	"GKN2"
"11196"	"chr3"	68952796	68953797	"-"	"FAM19A4"
"11197"	"chr17"	68954891	68955892	"-"	"ABCA8"
"11198"	"chr10"	68955627	68956628	"+"	"DDX21"
"11199"	"chr12"	68971069	68972070	"-"	"CPM"
"11200"	"chr2"	68974072	68975073	"+"	"GKN1"
"11201"	"chr14"	68978939	68979940	"-"	"ACTN1"
"11202"	"chr11"	68980485	68981486	"-"	"MRGPRD"
"11203"	"chr10"	68988220	68989221	"+"	"KIF1BP"
"11204"	"chr2"	69012677	69013678	"+"	"ANTXR1"
"11205"	"chr11"	69012908	69013909	"-"	"MRGPRF"
"11206"	"chr3"	69013460	69014461	"-"	"EOGT"
"11207"	"chr9"	69013612	69014613	"-"	"PRKACG"
"11208"	"chr9"	69034758	69035759	"+"	"FXN"
"11209"	"chr11"	69048396	69049397	"+"	"TPCN2"
"11210"	"chr4"	69050862	69051863	"+"	"UGT2B7"
"11211"	"chr3"	69051802	69052803	"-"	"TMF1"
"11212"	"chr17"	69060563	69061564	"-"	"ABCA9"
"11213"	"chr3"	69079907	69080908	"-"	"UBA3"
"11214"	"chr3"	69084443	69085444	"+"	"ARL6IP5"
"11215"	"chr10"	69087605	69088606	"+"	"SRGN"
"11216"	"chr5"	69093145	69094146	"+"	"SLC30A5"
"11217"	"chr16"	69105063	69106064	"+"	"HAS3"
"11218"	"chr9"	69120763	69121764	"+"	"TJP2"
"11219"	"chr3"	69122531	69123532	"-"	"LMOD3"
"11220"	"chr10"	69123011	69124012	"+"	"VPS26A"
"11221"	"chr16"	69130790	69131791	"+"	"UTP4"
"11222"	"chr16"	69132083	69133084	"-"	"CHTF8"
"11223"	"chr17"	69141387	69142388	"-"	"ABCA6"
